name,nation,details,alias,def_country,activeplatforms
SCR ALTACH,false,"{""teamAbbr""=>""ALT"", ""teamCity""=>""Altach"", ""teamName""=>""SCR Altach"", ""teamFounded""=>""1929"", ""teamStadium""=>""Stadion Schnabelholz"", ""teamCapacity""=>8900, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=805""}","SCR ALTACH, ALTACH",AUSTRIA,true,"[""FIFA23""]"
LASK LINZ,false,"{""teamAbbr""=>""ASK"", ""teamCity""=>""Linz"", ""teamName""=>""LASK Linz"", ""teamFounded""=>""1908"", ""teamStadium""=>""Linzer Stadion"", ""teamCapacity""=>21328, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1156""}",LASK LINZ,AUSTRIA,true,"[""FIFA23""]"
CJ WILSTERMANN,false,"{""teamAbbr""=>""WIL"", ""teamCity""=>""Cochabamba"", ""teamName""=>""CJ Wilstermann"", ""teamFounded""=>""1949"", ""teamStadium""=>""Felix Capriles"", ""teamCapacity""=>32000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1442""}",CJ WILSTERMANN,BOLIVIA,true,"[""FIFA23""]"
SHANDONG TAISHAN,false,"{""teamAbbr""=>""SDT"", ""teamCity""=>""Jinan"", ""teamName""=>""Shandong Taishan"", ""teamFounded""=>""1998"", ""teamStadium""=>""Jinan Olympic Sports Center Stadium"", ""teamCapacity""=>56808, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1068""}",SHANDONG LUNENG TAISHAN,CHINA,true,"[""PES21"",""FIFA23""]"
LIGA DE QUITO,false,"{""teamAbbr""=>""LDU"", ""teamCity""=>""Quito"", ""teamName""=>""Liga de Quito"", ""teamFounded""=>""1930"", ""teamStadium""=>""Estadio Rodrigo Paz Delgado"", ""teamCapacity""=>55104, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=656""}","LIGA DE QUITO, LDU",ECUADOR,true,"[""FIFA23""]"
FBC MELGAR,false,"{""teamAbbr""=>""FBC"", ""teamCity""=>""Arequipa"", ""teamName""=>""FBC Melgar"", ""teamFounded""=>""1915"", ""teamStadium""=>""Mariano Melgar"", ""teamCapacity""=>20000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=898""}",FBC MELGAR,PERU,true,"[""FIFA23""]"
JUNIOR DE BARRANQUILLA,false,"{""teamAbbr""=>""JUN"", ""teamCity""=>""Barranquilla"", ""teamName""=>""Junior FC"", ""teamFounded""=>""1924"", ""teamStadium""=>""Roberto Meléndez"", ""teamCapacity""=>50000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=853""}","JUNIOR, JUNIOR DE BARRANQUILLA",COLOMBIA,true,"[""FIFA23""]"
BEIJING GUOAN,false,"{""teamAbbr""=>""BJG"", ""teamCity""=>""Beijing"", ""teamName""=>""Beijing Guoan"", ""teamFounded""=>""1993"", ""teamStadium""=>""Workers Stadium"", ""teamCapacity""=>66161, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1153""}",BEIJING FC,CHINA,true,"[""PES21"",""FIFA23""]"
HOKKAIDO CONSADOLE SAPPORO,false,"{""teamAbbr""=>""HCS"", ""teamCity""=>""Sapporo"", ""teamName""=>""Hokkaido Consadole Sapporo"", ""teamFounded""=>""1935"", ""teamStadium""=>""Sapporo Dome"", ""teamCapacity""=>40000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1348""}",CONSADOLE SAPPORO,JAPAN,true,"[""PES21""]"
OXFORD UNITED,false,"{""teamAbbr""=>""OXF"", ""teamCity""=>""Oxford"", ""teamName""=>""Oxford United"", ""teamFounded""=>""1893"", ""teamStadium""=>""Kassam Stadium"", ""teamCapacity""=>12500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=58""}",OXFORD UNITED,ENGLAND,true,"[""FIFA23""]"
AL BATIN,false,"{""teamAbbr""=>""BAT"", ""teamCity""=>""Hafar Al Batin"", ""teamName""=>""Al Batin"", ""teamFounded""=>""1979"", ""teamStadium""=>""Department of Education Stadium"", ""teamCapacity""=>5000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4601""}",AL BATIN,SAUDI ARABIA,true,"[""FIFA23""]"
FC CARTAGENA,false,"{""teamAbbr""=>""CAR"", ""teamCity""=>""Cartagena"", ""teamName""=>""FC Cartagena"", ""teamFounded""=>""1995"", ""teamStadium""=>""Cartagonova"", ""teamCapacity""=>15100, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1524""}","CARTAGENA NB, FC CARTAGENA, CARTAGENA",SPAIN,true,"[""PES21"",""FIFA23""]"
DC UNITED,false,"{""teamAbbr""=>""DCU"", ""teamCity""=>""Washington D.C."", ""teamName""=>""D.C. United"", ""teamFounded""=>""1996"", ""teamStadium""=>""Audi Field"", ""teamCapacity""=>20000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=438""}",DC UNITED,USA,true,"[""FIFA23""]"
BRISTOL ROVERS,false,"{""teamAbbr""=>""BRV"", ""teamCity""=>""Bristol"", ""teamName""=>""Bristol Rovers"", ""teamFounded""=>""1883"", ""teamStadium""=>""The Memorial Stadium"", ""teamCapacity""=>12100, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=14""}",BRISTOL ROVERS,ENGLAND,true,"[""FIFA23""]"
KILMARNOCK,false,"{""teamAbbr""=>""KIL"", ""teamCity""=>""Kilmarnock"", ""teamName""=>""Kilmarnock"", ""teamFounded""=>""1869"", ""teamStadium""=>""Rugby Park"", ""teamCapacity""=>18100, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=426""}",KILMARNOCK,SCOTLAND,true,"[""PES21"",""FIFA23""]"
BURTON ALBION,false,"{""teamAbbr""=>""BUR"", ""teamCity""=>""Burton upon Trent"", ""teamName""=>""Burton Albion"", ""teamFounded""=>""1950"", ""teamStadium""=>""Pirelli Stadium"", ""teamCapacity""=>6912, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=736""}",BURTON ALBION,ENGLAND,true,"[""FIFA23""]"
ACCRINGTON STANLEY,false,"{""teamAbbr""=>""ACC"", ""teamCity""=>""Accrington"", ""teamName""=>""Accrington Stanley"", ""teamFounded""=>""1968"", ""teamStadium""=>""Wham Stadium"", ""teamCapacity""=>5450, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=557""}",ACCRINGTON STANLEY,ENGLAND,true,"[""FIFA23""]"
WALSALL FC,false,"{""teamAbbr""=>""WAL"", ""teamCity""=>""Walsall"", ""teamName""=>""Walsall"", ""teamFounded""=>""1888"", ""teamStadium""=>""Banks's Stadium"", ""teamCapacity""=>11300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=82""}",WALSALL FC,ENGLAND,true,"[""FIFA23""]"
AFC WIMBLEDON,false,"{""teamAbbr""=>""WIM"", ""teamCity""=>""Kingston upon Thames"", ""teamName""=>""AFC Wimbledon"", ""teamFounded""=>""2002"", ""teamStadium""=>""Plough Lane"", ""teamCapacity""=>9300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1445""}",AFC WIMBLEDON,ENGLAND,true,"[""FIFA23""]"
DONCASTER ROVERS,false,"{""teamAbbr""=>""DON"", ""teamCity""=>""Doncaster"", ""teamName""=>""Doncaster Rovers"", ""teamFounded""=>""1879"", ""teamStadium""=>""Keepmoat Stadium"", ""teamCapacity""=>15231, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=30""}",DONCASTER ROVERS,ENGLAND,true,"[""FIFA23""]"
CRAWLEY TOWN,false,"{""teamAbbr""=>""CRA"", ""teamCity""=>""Crawley"", ""teamName""=>""Crawley Town"", ""teamFounded""=>""1896"", ""teamStadium""=>""Broadfield Stadium"", ""teamCapacity""=>6134, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=838""}",CRAWLEY TOWN,ENGLAND,true,"[""FIFA23""]"
ROCHDALE,false,"{""teamAbbr""=>""ROC"", ""teamCity""=>""Rochdale"", ""teamName""=>""Rochdale"", ""teamFounded""=>""1907"", ""teamStadium""=>""Spotland"", ""teamCapacity""=>10249, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=66""}",ROCHDALE,ENGLAND,true,"[""FIFA23""]"
FC DALLAS,false,"{""teamAbbr""=>""DAL"", ""teamCity""=>""Frisco"", ""teamName""=>""FC Dallas"", ""teamFounded""=>""1996"", ""teamStadium""=>""Toyota Stadium"", ""teamCapacity""=>20500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=459""}",FC DALLAS,USA,true,"[""FIFA23""]"
SUNDERLAND,false,"{""teamAbbr""=>""SUN"", ""teamCity""=>""Sunderland"", ""teamName""=>""Sunderland"", ""teamFounded""=>""1879"", ""teamStadium""=>""Stadium of Light"", ""teamCapacity""=>49000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=76""}",SUNDERLAND,ENGLAND,true,"[""FIFA23""]"
BLACKPOOL,false,"{""teamAbbr""=>""BLA"", ""teamCity""=>""Blackpool"", ""teamName""=>""Blackpool"", ""teamFounded""=>""1887"", ""teamStadium""=>""Bloomfield Road"", ""teamCapacity""=>17338, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=6""}",BLACKPOOL,ENGLAND,true,"[""FIFA23""]"
HOUSTON DYNAMO,false,"{""teamAbbr""=>""HOU"", ""teamCity""=>""Houston"", ""teamName""=>""Houston Dynamo"", ""teamFounded""=>""2005"", ""teamStadium""=>""BBVA Compass Stadium"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=464""}",HOUSTON DYNAMO,USA,true,"[""FIFA23""]"
FC MAGDEBURG,false,"{""teamAbbr""=>""MAG"", ""teamCity""=>""Magdeburg"", ""teamName""=>""1. FC Magdeburg"", ""teamFounded""=>""1965"", ""teamStadium""=>""MDCC-Arena"", ""teamCapacity""=>27250, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2968""}",FC MAGDEBURG,GERMANY,true,"[""FIFA23""]"
MANCHESTER CITY,false,"{""teamAbbr""=>""MNC"", ""teamCity""=>""Manchester"", ""teamName""=>""Manchester City"", ""teamFounded""=>""1887"", ""teamStadium""=>""Etihad Stadium"", ""teamCapacity""=>55097, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=47""}","MANCHESTER CITY, MANCHESTER B",ENGLAND,true,"[""PES21"",""FIFA23""]"
RB LEIPZIG,false,"{""teamAbbr""=>""RBL"", ""teamCity""=>""Leipzig"", ""teamName""=>""RB Leipzig"", ""teamFounded""=>""2009"", ""teamStadium""=>""Red Bull Arena"", ""teamCapacity""=>44345, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1657""}",RB LEIPZIG,GERMANY,true,"[""FIFA23""]"
EINTRACHT FRANKFURT,false,"{""teamAbbr""=>""SGE"", ""teamCity""=>""Frankfurt"", ""teamName""=>""Eintracht Frankfurt"", ""teamFounded""=>""1899"", ""teamStadium""=>""Deutsche Bank Park"", ""teamCapacity""=>51500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=395""}",EINTRACHT FRANKFURT,GERMANY,true,"[""FIFA23""]"
SC FREIBURG,false,"{""teamAbbr""=>""SCF"", ""teamCity""=>""Freiburg"", ""teamName""=>""SC Freiburg"", ""teamFounded""=>""1904"", ""teamStadium""=>""SC-Stadion"", ""teamCapacity""=>34700, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=411""}",SC FREIBURG,GERMANY,true,"[""FIFA23""]"
FSV MAINZ 05,false,"{""teamAbbr""=>""M05"", ""teamCity""=>""Mainz"", ""teamName""=>""1. FSV Mainz 05"", ""teamFounded""=>""1905"", ""teamStadium""=>""MEWA Arena"", ""teamCapacity""=>34034, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=399""}",FSV MAINZ 05,GERMANY,true,"[""FIFA23""]"
VFL OSNABRUCK,false,"{""teamAbbr""=>""OSN"", ""teamCity""=>""Osnabrück"", ""teamName""=>""VfL Osnabrück"", ""teamFounded""=>""1899"", ""teamStadium""=>""Stadion an der Bremer Brücke"", ""teamCapacity""=>16100, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1122""}","VFL OSNABRUCK, VFL OSNABRÜCK",GERMANY,true,"[""FIFA23""]"
ERZEBIRGE AUE,false,"{""teamAbbr""=>""ERZ"", ""teamCity""=>""Aue"", ""teamName""=>""Erzgebirge Aue"", ""teamFounded""=>""1946"", ""teamStadium""=>""Erzgebirgsstadion"", ""teamCapacity""=>16485, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=397""}",ERZEBIRGE AUE,GERMANY,true,"[""FIFA23""]"
FOREST GREEN ROVERS,false,"{""teamAbbr""=>""FGR"", ""teamCity""=>""Nailsworth"", ""teamName""=>""Forest Green Rovers"", ""teamFounded""=>""1890"", ""teamStadium""=>""The New Lawn"", ""teamCapacity""=>5147, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=841""}",FOREST GREEN ROVERS,ENGLAND,true,"[""FIFA23""]"
SALFORD CITY,false,"{""teamAbbr""=>""SAL"", ""teamCity""=>""Salford"", ""teamName""=>""Salford City"", ""teamFounded""=>""1940"", ""teamStadium""=>""Moor Lane"", ""teamCapacity""=>5106, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4077""}",SALFORD CITY,ENGLAND,true,"[""FIFA23""]"
MANSFIELD TOWN,false,"{""teamAbbr""=>""MAN"", ""teamCity""=>""Mansfield"", ""teamName""=>""Mansfield Town"", ""teamFounded""=>""1897"", ""teamStadium""=>""Field Mill"", ""teamCapacity""=>10000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=48""}",MANSFIELD TOWN,ENGLAND,true,"[""FIFA23""]"
HARROGATE TOWN,false,"{""teamAbbr""=>""HAR"", ""teamCity""=>""Harrogate"", ""teamName""=>""Harrogate Town"", ""teamFounded""=>""1914"", ""teamStadium""=>""Wetherby Road"", ""teamCapacity""=>3800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2859""}",HARROGATE TOWN,ENGLAND,true,"[""FIFA23""]"
HERTHA BSC,false,"{""teamAbbr""=>""BSC"", ""teamCity""=>""Berlin"", ""teamName""=>""Hertha BSC"", ""teamFounded""=>""1892"", ""teamStadium""=>""Olympiastadion"", ""teamCapacity""=>74649, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=404""}",HERTHA BSC,GERMANY,true,"[""FIFA23""]"
FC KÖLN,false,"{""teamAbbr""=>""KOE"", ""teamCity""=>""Cologne"", ""teamName""=>""1. FC Köln"", ""teamFounded""=>""1948"", ""teamStadium""=>""RheinEnergieStadion"", ""teamCapacity""=>50374, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=385""}",FC KÖLN,GERMANY,true,"[""FIFA23""]"
VFL BOCHUM,false,"{""teamAbbr""=>""VfL"", ""teamCity""=>""Bochum"", ""teamName""=>""VfL Bochum"", ""teamFounded""=>""1938"", ""teamStadium""=>""Ruhrstadion"", ""teamCapacity""=>29299, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=418""}",VFL BOCHUM,GERMANY,true,"[""FIFA23""]"
SV DARMSTADT 98,false,"{""teamAbbr""=>""D98"", ""teamCity""=>""Darmstadt"", ""teamName""=>""SV Darmstadt 98"", ""teamFounded""=>""1898"", ""teamStadium""=>""Stadion am Böllenfalltor"", ""teamCapacity""=>17468, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1751""}",SV DARMSTADT 98,GERMANY,true,"[""FIFA23""]"
FC NURNBERG,false,"{""teamAbbr""=>""FCN"", ""teamCity""=>""Nürnberg"", ""teamName""=>""1. FC Nürnberg"", ""teamFounded""=>""1900"", ""teamStadium""=>""Max-Morlock-Stadion"", ""teamCapacity""=>50000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=386""}","FC NURNBERG, FC NÜRNBERG",GERMANY,true,"[""FIFA23""]"
SC PADERBORN 07,false,"{""teamAbbr""=>""PAD"", ""teamCity""=>""Paderborn"", ""teamName""=>""SC Paderborn 07"", ""teamFounded""=>""1907"", ""teamStadium""=>""Benteler-Arena"", ""teamCapacity""=>15000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=483""}",SC PADERBORN 07,GERMANY,true,"[""FIFA23""]"
KARLSRUHER SC,false,"{""teamAbbr""=>""KSC"", ""teamCity""=>""Karlsruhe"", ""teamName""=>""Karlsruher SC"", ""teamFounded""=>""1894"", ""teamStadium""=>""Wildparkstadion"", ""teamCapacity""=>32306, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=406""}",KARLSRUHER SC,GERMANY,true,"[""FIFA23""]"
MALMO FF,false,"{""teamAbbr""=>""MFF"", ""teamCity""=>""Malmö"", ""teamName""=>""Malmö FF"", ""teamFounded""=>""1910"", ""teamStadium""=>""Eleda Stadion"", ""teamCapacity""=>24000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=473""}",MALMO FF,SWEDEN,true,"[""FIFA23""]"
AIK,false,"{""teamAbbr""=>""AIK"", ""teamCity""=>""Solna"", ""teamName""=>""AIK"", ""teamFounded""=>""1891"", ""teamStadium""=>""Friends Arena"", ""teamCapacity""=>54329, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=663""}",AIK,SWEDEN,true,"[""FIFA23""]"
IFK GOTEBORG,false,"{""teamAbbr""=>""IFK"", ""teamCity""=>""Göteborg"", ""teamName""=>""IFK Göteborg"", ""teamFounded""=>""1904"", ""teamStadium""=>""Gamla Ullevi"", ""teamCapacity""=>19000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=471""}",IFK GOTEBORG,SWEDEN,true,"[""FIFA23""]"
KASHIMA ANTLERS,false,"{""teamAbbr""=>""KAS"", ""teamCity""=>""Kashima"", ""teamName""=>""Kashima Antlers"", ""teamFounded""=>""1991"", ""teamStadium""=>""Kashima Stadium"", ""teamCapacity""=>40728, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=518""}",KASHIMA ANTLERS,JAPAN,true,"[""PES21""]"
REGGIANA 1919,false,"{""teamAbbr""=>""REG"", ""teamCity""=>""Reggio Emilia"", ""teamName""=>""Reggiana 1919"", ""teamFounded""=>""1919"", ""teamStadium""=>""Mapei Stadium"", ""teamCapacity""=>23717, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1337""}","REGGIANA 1919, REGGIANA",ITALY,true,"[""PES21""]"
KRC GENK,false,"{""teamAbbr""=>""GNK"", ""teamCity""=>""Genk"", ""teamName""=>""KRC Genk"", ""teamFounded""=>""1923"", ""teamStadium""=>""Luminus Arena"", ""teamCapacity""=>24604, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=355""}","KRC GENK, GENK",BELGIUM,true,"[""PES21"",""FIFA23""]"
PHILADELPHIA UNION,false,"{""teamAbbr""=>""PHI"", ""teamCity""=>""Philadelphia"", ""teamName""=>""Philadelphia Union"", ""teamFounded""=>""2008"", ""teamStadium""=>""Subaru Park"", ""teamCapacity""=>18500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1572""}",PHILADELPHIA UNION,USA,true,"[""FIFA23""]"
SPORTING KC,false,"{""teamAbbr""=>""SKC"", ""teamCity""=>""Kansas City"", ""teamName""=>""Sporting KC"", ""teamFounded""=>""1995"", ""teamStadium""=>""Children's Mercy Park"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=460""}",SPORTING KC,USA,true,"[""FIFA23""]"
FC SAARBRUCKEN,false,"{""teamAbbr""=>""FCS"", ""teamCity""=>""Saarbrücken"", ""teamName""=>""1. FC Saarbrücken"", ""teamFounded""=>""1903"", ""teamStadium""=>""Ludwigspark"", ""teamCapacity""=>35503, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=387""}","FC SAARBRUCKEN, FC SAARBRÜCKEN",GERMANY,true,"[""FIFA23""]"
DYNAMO DRESDEN,false,"{""teamAbbr""=>""SGD"", ""teamCity""=>""Dresden"", ""teamName""=>""Dynamo Dresden"", ""teamFounded""=>""1953"", ""teamStadium""=>""Stadion Dresden"", ""teamCapacity""=>32066, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=394""}",DYNAMO DRESDEN,GERMANY,true,"[""FIFA23""]"
IFK NORRKOPING,false,"{""teamAbbr""=>""NOR"", ""teamCity""=>""Norrköping"", ""teamName""=>""IFK Norrköping"", ""teamFounded""=>""1897"", ""teamStadium""=>""Nya Parken"", ""teamCapacity""=>17234, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1208""}",IFK NORRKOPING,SWEDEN,true,"[""FIFA23""]"
VIKTORIA KOLN,false,"{""teamAbbr""=>""VIK"", ""teamCity""=>""Köln"", ""teamName""=>""Viktoria Köln"", ""teamFounded""=>""2010"", ""teamStadium""=>""Sportpark Höhenberg"", ""teamCapacity""=>12000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2589""}","VIKTORIA KOLN, VIKTORIA KÖLN",GERMANY,true,"[""FIFA23""]"
SV MEPPEN,false,"{""teamAbbr""=>""SVM"", ""teamCity""=>""Meppen"", ""teamName""=>""SV Meppen"", ""teamFounded""=>""1912"", ""teamStadium""=>""MEP-Arena"", ""teamCapacity""=>16500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2702""}",SV MEPPEN,GERMANY,true,"[""FIFA23""]"
SC VERL,false,"{""teamAbbr""=>""SCV"", ""teamCity""=>""Verl"", ""teamName""=>""SC Verl"", ""teamFounded""=>""1924"", ""teamStadium""=>""Stadion an der Poststraße"", ""teamCapacity""=>5001, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2947""}",SC VERL,GERMANY,true,"[""FIFA23""]"
MJALLBY IF,false,"{""teamAbbr""=>""MJA"", ""teamCity""=>""Mjällby"", ""teamName""=>""Mjällby AIF"", ""teamFounded""=>""1939"", ""teamStadium""=>""Strandvallen"", ""teamCapacity""=>7500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1444""}",MJALLBY IF,SWEDEN,true,"[""FIFA23""]"
MINNESOTA UNITED,false,"{""teamAbbr""=>""MNU"", ""teamCity""=>""Minnesota"", ""teamName""=>""Minnesota United"", ""teamFounded""=>""2009"", ""teamStadium""=>""TCF Bank Stadium"", ""teamCapacity""=>52525, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2121""}",MINNESOTA UNITED,USA,true,"[""FIFA23""]"
FC CINCINNATI,false,"{""teamAbbr""=>""FCC"", ""teamCity""=>""Cincinnati"", ""teamName""=>""FC Cincinnati"", ""teamFounded""=>""2015"", ""teamStadium""=>""West End Stadium"", ""teamCapacity""=>26000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=4243""}",FC CINCINNATI,USA,true,"[""FIFA23""]"
HELSINGBORGS IF,false,"{""teamAbbr""=>""HIF"", ""teamCity""=>""Helsingborg"", ""teamName""=>""Helsingborgs IF"", ""teamFounded""=>""1907"", ""teamStadium""=>""Olympia"", ""teamCapacity""=>17173, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=670""}",HELSINGBORGS IF,SWEDEN,true,"[""FIFA23""]"
HANSA ROSTOCK,false,"{""teamAbbr""=>""HAN"", ""teamCity""=>""Rostock"", ""teamName""=>""Hansa Rostock"", ""teamFounded""=>""1965"", ""teamStadium""=>""Ostseestadion"", ""teamCapacity""=>29000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=403""}",HANSA ROSTOCK,GERMANY,true,"[""FIFA23""]"
PEC ZWOLLE,false,"{""teamAbbr""=>""PEC"", ""teamCity""=>""Zwolle"", ""teamName""=>""PEC Zwolle"", ""teamFounded""=>""1910"", ""teamStadium""=>""MAC³PARK Stadion"", ""teamCapacity""=>14000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=191""}",PEC ZWOLLE,NETHERLANDS,true,"[""PES21""]"
JAGIELLONIA BIALYSTOK,false,"{""teamAbbr""=>""JAG"", ""teamCity""=>""Białystok"", ""teamName""=>""Jagiellonia Bialystok"", ""teamFounded""=>""1920"", ""teamStadium""=>""Stadion Miejski w Białymstoku"", ""teamCapacity""=>22409, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1255""}",JAGIELLONIA BIALYSTOK,POLAND,true,"[""FIFA23""]"
LECHIA GDANSK,false,"{""teamAbbr""=>""LGD"", ""teamCity""=>""Gdańsk"", ""teamName""=>""Lechia Gdańsk"", ""teamFounded""=>""1945"", ""teamStadium""=>""Stadion Energa Gdańsk"", ""teamCapacity""=>43615, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1302""}",LECHIA GDANSK,POLAND,true,"[""FIFA23""]"
LECH POZNAN,false,"{""teamAbbr""=>""LPO"", ""teamCity""=>""Poznań"", ""teamName""=>""Lech Poznań"", ""teamFounded""=>""1922"", ""teamStadium""=>""Stadion Miejski"", ""teamCapacity""=>42837, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=918""}",LECH POZNAN,POLAND,true,"[""FIFA23""]"
MOLDE FK,false,"{""teamAbbr""=>""MFK"", ""teamCity""=>""Molde"", ""teamName""=>""Molde FK"", ""teamFounded""=>""1911"", ""teamStadium""=>""Aker Stadion"", ""teamCapacity""=>11167, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=697""}",MOLDE FK,NORWAY,true,"[""FIFA23""]"
PIAST GLIWICE,false,"{""teamAbbr""=>""PGL"", ""teamCity""=>""Gliwice"", ""teamName""=>""Piast Gliwice"", ""teamFounded""=>""1945"", ""teamStadium""=>""Kar-Tel Arena"", ""teamCapacity""=>10037, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1301""}",PIAST GLIWICE,POLAND,true,"[""FIFA23""]"
STROMSGODSET IF,false,"{""teamAbbr""=>""SIF"", ""teamCity""=>""Drammen"", ""teamName""=>""Strømsgodset IF"", ""teamFounded""=>""1907"", ""teamStadium""=>""Marienlyst"", ""teamCapacity""=>8500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=932""}",STROMSGODSET IF,NORWAY,true,"[""FIFA23""]"
